Organization Name,Organization Name URL,Category Groups,Headquarters Location,Description,CB Rank (Organization),Founded Date,Operating Status,Closed Date,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Number of Lead Investors,Number of Investors,Acquisition Status,IPO Status,IPO Date,Delisted Date,Valuation at IPO,Money Raised at IPO
Inteliquent,https://www.crunchbase.com/organization/inteliquent,"Hardware, Mobile","Chicago, Illinois, United States","Inteliquent has an established tandem network that makes it easier, more efficient and cost-effective for wireless carriers.","85,941",2004,Active,,For Profit,,,1,1,,,,251-500,3,M&A,"Mar 3, 2006","$12,000,000",Series C,"$12,000,000",Series C,"$20,499,000","$20,499,000",,4,"Made Acquisitions, Was Acquired",Public,"Nov 9, 2007",,,
Diodes Incorporated,https://www.crunchbase.com/organization/diodes-incorporated,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering","Plano, Texas, United States","Diodes Incorporated is a leading global manufacturer and supplier of high-quality, application-specific standard products within the broad","86,223",1959,Active,,For Profit,,,,,,,,5001-10000,3,IPO,"Apr 1, 2004","$1,000,000",Venture - Series Unknown,"$1,000,000",Venture - Series Unknown,"$18,000,000","$18,000,000",,6,Made Acquisitions,Public,"Jan 13, 1978",,,
Cyveillance,https://www.crunchbase.com/organization/cyveillance,"Education, Information Technology, Privacy and Security","Fairfax, Virginia, United States",Cyveillance is a threat intelligence management platform that transformed internet data into threat intelligence.,"89,296",1997,Active,,For Profit,,,,,,,1,51-100,4,M&A,"Jun 27, 2001","$14,000,000",Venture - Series Unknown,"$14,000,000",Venture - Series Unknown,"$47,650,000","$47,650,000",3,6,Was Acquired,Private,,,,
Arch Rock Corporation,https://www.crunchbase.com/organization/arch-rock-corporationarch-rock-corporation,"Hardware, Mobile, Software","San Francisco, California, United States",Arch Rock Corporation is a systems and software company building innovative products and technology for wireless sensor networks.,"91,120",2005,Active,,,,,,,,,,5001-10000,2,M&A,"May 15, 2007","$10,000,000",Series B,"$10,000,000",Series B,"$15,000,000","$15,000,000",1,3,Was Acquired,Private,,,,
Data Domain,https://www.crunchbase.com/organization/data-domain,"Data and Analytics, Hardware, Software","Hopkinton, Massachusetts, United States",Data Domain offers disk-to-disk and offsite disaster recovery solutions to businesses worldwide.,"92,162","Oct 1, 2001",Active,,For Profit,,,,,,,,10001+,2,M&A,"Dec 17, 2003","$17,000,000",Series B,"$17,000,000",Series B,"$26,300,000","$26,300,000",3,3,Was Acquired,Delisted,"Jun 27, 2007","Jul 20, 2009","$777,000,000","$105,000,000"
SnapTell,https://www.crunchbase.com/organization/snaptell,"Advertising, Mobile, Sales and Marketing","Palo Alto, California, United States","SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go.","96,662",2006,Active,,,,,,,,,2,,1,M&A,"Jun 7, 2007","$4,000,000",Series A,"$4,000,000",Series A,"$4,000,000","$4,000,000",,4,Was Acquired,Private,,,,
eZiba.com,https://www.crunchbase.com/organization/eziba-com,"Commerce and Shopping, Design, Internet Services","Salt Lake City, Utah, United States",eZiba.com is an online retailer that offers a diverse range of handcrafted products from around the world.,"97,241",1997,Active,,,,,,,,,,1001-5000,1,M&A,"Mar 29, 2000","$70,000,000",Venture - Series Unknown,"$70,000,000",Venture - Series Unknown,"$70,000,000","$70,000,000",1,4,Was Acquired,Private,,,,
Silicon Spice,https://www.crunchbase.com/organization/silicon-spice,"Hardware, Mobile, Software","Mountain View, California, United States","Silicon Spice, Inc. builds platform solutions that enable networking and telecom system companies to build differentiated access systems.","100,661",1997,Active,,For Profit,,,,,,,4,1-10,4,M&A,"Feb 15, 2000","$63,000,000",Series D,"$63,000,000",Series D,"$95,300,000","$95,300,000",,4,Was Acquired,Private,,,,
Vantage Oncology,https://www.crunchbase.com/organization/vantage-oncology,"Biotechnology, Health Care, Science and Engineering","Manhattan Beach, California, United States","Vantage Oncology, Inc., offers a comprehensive development, implementation and management solution for radiation oncology.","101,144","May 1, 2002",Active,,,,,,,,,,501-1000,6,M&A,"Jul 24, 2008",,Series E,,Series E,"$74,500,000","$74,500,000",3,7,"Made Acquisitions, Was Acquired",Private,,,,
BoxerJam.com,https://www.crunchbase.com/organization/boxerjam-com,"Commerce and Shopping, Gaming, Internet Services","Charlottesville, Virginia, United States",BoxerJam.com a producer of primetime gameshows online.,"101,660",1995,Active,,For Profit,,,,,,,,,1,M&A,"Dec 8, 1999","$12,000,000",Series B,"$12,000,000",Series B,"$12,000,000","$12,000,000",2,2,Was Acquired,Private,,,,
Zhone Technologies,https://www.crunchbase.com/organization/zhone-technologies,Hardware,"Oakland, California, United States",Zhone Technologies develops telecommunication equipment for both emerging and established markets.,"102,522",1999,Active,,For Profit,,,,,,,,251-500,1,IPO,"Oct 21, 1999","$500,000,000",Series A,"$500,000,000",Series A,"$500,000,000","$500,000,000",2,3,Made Acquisitions,Public,"Jun 19, 2009",,,
Yipes,https://www.crunchbase.com/organization/yipes,Hardware,"San Francisco, California, United States",Yipes is a data communications services provider. It was acquired in 2007 by Indian telecommunications service provider Reliance,"111,228",1999,Active,,For Profit,,,,,,,1,5001-10000,6,M&A,"Apr 13, 2005","$24,000,000",Series C,"$24,000,000",Series C,"$378,300,000","$378,300,000",2,21,Was Acquired,Private,,,,
SMIC,https://www.crunchbase.com/organization/smic,"Hardware, Manufacturing, Science and Engineering, Software","Shanghai, Shanghai, China",Semiconductor Manufacturing International Corporation (SMIC) is a semiconductor foundry providing IC foundry and technology services.,"112,678","Apr 1, 2000",Active,,For Profit,,,1,2,,,1,,2,IPO,"Sep 30, 2003","$630,000,000",Series C,"$630,000,000",Series C,"$630,000,000","$630,000,000",,16,Made Acquisitions,Public,"Mar 26, 2004",,,"$1,712,878,650"
Realtime Worlds,https://www.crunchbase.com/organization/realtime-worlds,"Community and Lifestyle, Consumer Electronics, Gaming, Hardware, Media and Entertainment","Dundee, Dundee City, United Kingdom",Realtime Worlds is a software technology company developing action and community games for the entertainment sector.,"113,515",2002,Active,,,,,,,,,,51-100,3,M&A,"Mar 1, 2008","$50,000,000",Series C,"$50,000,000",Series C,"$82,750,000","$82,750,000",3,4,Was Acquired,Private,,,,
Telsima,https://www.crunchbase.com/organization/telsima,"Hardware, Mobile","Sunnyvale, California, United States","Telsima develops network management software, base station and subscriber station systems for the WiMAX telecommunications market.","114,468",1999,Closed,"Jul 1, 2009",For Profit,,,,,,,1,1-10,5,M&A,"Jul 1, 2007","$25,000,000",Debt Financing,"$50,000,000",Venture - Series Unknown,"$78,693,000","$103,693,000",1,6,Was Acquired,Private,,,,
WholeSecurity,https://www.crunchbase.com/organization/wholesecurity,"Privacy and Security, Software","Austin, Texas, United States",WholeSecurity is a software company that provides behavior-based security and anti-phishing technology.,"116,045",2000,Active,,For Profit,,,,,,,,,2,M&A,"Apr 27, 2004","$10,000,000",Series B,"$10,000,000",Series B,"$18,500,000","$18,500,000",1,4,Was Acquired,Private,,,,
Alliance Fiber Optic Products,https://www.crunchbase.com/organization/alliance-fiber-optic-products,"Hardware, Manufacturing","Sunnyvale, California, United States","Alliance Fiber Optic Products designs, manufactures, and markets a broad range of high-performance fiber optic components","117,574",1995,Active,,,,,,,,,,5001-10000,1,M&A,"Jul 24, 2000","$27,500,000",Private Equity,"$27,500,000",Private Equity,"$27,500,000","$27,500,000",1,4,Was Acquired,Public,"Dec 1, 2000",,,
Tele Atlas,https://www.crunchbase.com/organization/tele-atlas,"Consumer Electronics, Hardware, Navigation and Mapping","Gent, Oost-Vlaanderen, Belgium",Tele Atlas develops digital maps and dynamic contents and offers navigation and location based solutions.,"117,745",1984,Active,,,,,,,,,,1001-5000,1,M&A,"Jul 4, 2004",,Series A,,Series A,,,2,3,Was Acquired,Private,,,,
Motricity,https://www.crunchbase.com/organization/motricity-2,"Hardware, Mobile","Bellevue, Washington, United States",Motricity is Mobile Data and Solutions Provider.,"118,187",2001,Active,,For Profit,,,,,,,2,,6,IPO,"Dec 31, 2007","$185,000,000",Venture - Series Unknown,"$185,000,000",Venture - Series Unknown,"$364,000,000","$364,000,000",3,9,Made Acquisitions,Public,"Jun 22, 2010",,,
MailFrontier,https://www.crunchbase.com/organization/mailfrontier,"Information Technology, Internet Services, Messaging and Telecommunications, Professional Services","Palo Alto, California, United States",MailFrontier provides email and compliance solutions for organizations to protect emails from dangerous and costly email threats.,"121,357",2002,Active,,For Profit,,,,,,,,11-50,3,M&A,"Feb 13, 2006","$1,500,000",Series C,"$1,500,000",Series C,"$16,500,000","$16,500,000",3,3,Was Acquired,Private,,,,
Luminary Micro,https://www.crunchbase.com/organization/luminary-micro,"Energy, Hardware, Manufacturing, Science and Engineering","Austin, Texas, United States","Luminary Micro designs, markets and sells ARM Cortex-M3-based microcontrollers for energy, security, and connectivity markets.","123,635",2004,Active,,,,,,,,,,51-100,3,M&A,"Aug 23, 2007","$25,000,000",Series C,"$25,000,000",Series C,"$44,000,000","$44,000,000",2,4,Was Acquired,Private,,,,
UltraDNS,https://www.crunchbase.com/organization/ultradns,"Information Technology, Internet Services, Privacy and Security","San Mateo, California, United States","A leading Managed DNS Service Provider, delivering superior security, reliability and performance to organizations","125,452",1999,Active,,For Profit,,,,,,,,1001-5000,2,M&A,"Jan 2, 2001","$25,000,000",Series B,"$25,000,000",Series B,"$33,000,000","$33,000,000",2,4,Was Acquired,Private,,,,
Xcel Pharmaceuticals,https://www.crunchbase.com/organization/xcel-pharmaceuticals,Health Care,"San Diego, California, United States","Xcel Pharmaceuticals currently focus on neurology, a segment of the CNS market where a limited number of high-prescribing physicians.","127,314",2001,Active,,For Profit,,,,,,,,,4,M&A,"Apr 2, 2003","$62,000,000",Debt Financing,"$26,000,000",Series C,"$118,000,000","$180,000,000",2,4,Was Acquired,Private,,,,
Proxima Therapeutics,https://www.crunchbase.com/organization/proxima-therapeutics,Health Care,"Alpharetta, Georgia, United States",Proxima Therapeutics develops radiation delivery systems for the treatment of solid cancerous tumors.,"130,309",1996,Active,,For Profit,,,,,,,1,,2,M&A,"Aug 17, 2002","$14,000,000",Series E,"$14,000,000",Series E,"$31,000,000","$31,000,000",2,10,Was Acquired,Private,,,,
Evalve,https://www.crunchbase.com/organization/evalve,"Health Care, Manufacturing","Menlo Park, California, United States","Evalve engages in the design, development, manufacture, and marketing of devices that enable the repair of cardiac valves.","130,542",1999,Active,,,,,,,,,,,3,M&A,"Nov 27, 2007","$60,000,000",Series D,"$60,000,000",Series D,"$110,900,000","$110,900,000",1,10,Was Acquired,Private,,,,
Novacept,https://www.crunchbase.com/organization/novacept,"Health Care, Manufacturing","Palo Alto, California, United States","Novacept design, develop, manufacture & market innovative therapeutic devices to improve quality of women healthcare cost-effective manner.","131,783",1995,Active,,For Profit,,,,,,,,,1,M&A,"Mar 4, 2002","$30,000,000",Venture - Series Unknown,"$30,000,000",Venture - Series Unknown,"$30,000,000","$30,000,000",2,2,Was Acquired,Private,,,,
Iomai Corporation,https://www.crunchbase.com/organization/iomai,"Biotechnology, Health Care, Science and Engineering","Gaithersburg, Maryland, United States","Iomai Corporation discovers and develops vaccines and immune system stimulants, delivered via a novel, needle-free technology called","133,053",1997,Active,,For Profit,,,,,,,,51-100,1,M&A,"Jan 3, 2003","$54,000,000",Series C,"$54,000,000",Series C,"$54,000,000","$54,000,000",,3,Was Acquired,Private,,,,
Context Media,https://www.crunchbase.com/organization/context-media-2,"Education, Media and Entertainment, Sales and Marketing","Chicago, Illinois, United States",Context Media helps content companies manage and share their digital assets in a way that delivers more meaningful rich media experiences.,"133,804",1996,Active,,For Profit,,,,,,,1,,2,M&A,"Jun 1, 2007",,Seed,,Seed,"$11,000,000","$11,000,000",1,5,Was Acquired,Private,,,,
SmartTurn,https://www.crunchbase.com/organization/smartturn,"Advertising, Sales and Marketing","San Francisco, California, United States","SmartTurn, a provider of on-demand inventory and warehouse management solutions, helps increase the visibility and control of inventory.","134,454",2004,Active,,,,,,,,,,11-50,1,M&A,"Jan 23, 2008","$5,000,000",Series A,"$5,000,000",Series A,"$5,000,000","$5,000,000",2,2,Was Acquired,Private,,,,
TargetRx,https://www.crunchbase.com/organization/targetrx,"Biotechnology, Health Care, Science and Engineering","Horsham, Pennsylvania, United States",TargetRx provides pharmaceutical and biotech companies with unique insight into the true drivers of product choice and adoption for their,"135,292",1999,Active,,,,,,,,,,51-100,5,M&A,"Apr 28, 2005","$15,050,000",Series D,"$15,050,000",Series D,"$52,517,000","$52,517,000",2,6,Was Acquired,Private,,,,
OnStation,https://www.crunchbase.com/organization/onstation,"Information Technology, Sales and Marketing, Software","Redwood City, California, United States",OnStation is an online customer relationship management (CRM) solutions for enterprises in the automotive service industry.,"135,916",1998,Active,,For Profit,,,,,,,,,1,M&A,"Mar 29, 2004","$4,500,000",Venture - Series Unknown,"$4,500,000",Venture - Series Unknown,"$4,500,000","$4,500,000",1,5,Was Acquired,Private,,,,
Teros,https://www.crunchbase.com/organization/teros,"Apps, Mobile, Privacy and Security, Software","Santa Clara, California, United States","Teros develops a secure application gateway, Teros’s FireLine, a safe web module that protects web services applications.","140,123",2000,Active,,For Profit,,,,,,,2,,3,M&A,"Apr 14, 2005","$8,000,000",Series D,"$8,000,000",Series D,"$30,000,000","$30,000,000",3,8,Was Acquired,Private,,,,
ESP Pharma,https://www.crunchbase.com/organization/esp-pharma,Health Care,"Las Vegas, Nevada, United States",E Shop Pharmacy is a discount worldwide pharmacy fulfillment service.,"140,961",2002,Active,,For Profit,,,,,,,1,,2,M&A,"Apr 16, 2003","$20,000,000",Series B,"$20,000,000",Series B,"$44,000,000","$44,000,000",1,4,Was Acquired,Private,,,,
Guardent,https://www.crunchbase.com/organization/guardent,"Information Technology, Privacy and Security","Waltham, Massachusetts, United States",Provides security and privacy services.,"141,186",2000,Active,,For Profit,,,,,,,1,,2,M&A,"Aug 28, 2001","$25,000,000",Series C,"$25,000,000",Series C,"$45,000,000","$45,000,000",2,8,"Made Acquisitions, Was Acquired",Private,,,,
Argon Networks,https://www.crunchbase.com/organization/argon-networks,"Hardware, Internet Services, Mobile","Zug, Zug, Switzerland",Argon Networks,"142,182",1997,Active,,For Profit,,,,,,,,,1,M&A,"Mar 10, 1998","$26,500,000",Venture - Series Unknown,"$26,500,000",Venture - Series Unknown,"$26,500,000","$26,500,000",,3,Was Acquired,Private,,,,
Decru,https://www.crunchbase.com/organization/decru,"Information Technology, Privacy and Security","Redwood City, California, United States","Decru, Inc. provides storage security solutions to enterprises and government organizations. It offers storage security solutions to","142,964",2001,Active,,For Profit,,,,,,,,,2,M&A,"Feb 26, 2003","$28,000,000",Series B,"$28,000,000",Series B,"$55,000,000","$55,000,000",3,5,Was Acquired,Private,,,,
Cassatt,https://www.crunchbase.com/organization/cassatt,"Energy, Hardware, Information Technology, Software, Sustainability","San Jose, California, United States",Cassat provides software solutions and technologies for operating green data centers.,"143,009",2003,Active,,,,,,,,,1,1-10,3,M&A,"Mar 1, 2006","$15,000,000",Series D,"$15,000,000",Series D,"$46,900,000","$46,900,000",,3,Was Acquired,Private,,,,
3ware,https://www.crunchbase.com/organization/3ware,"Consumer Electronics, Hardware, Internet Services","Sunnyvale, California, United States","3ware, Inc., the technology leader in high-capacity Serial ATA (SATA) RAID storage solutions.","144,336",1980,Active,,For Profit,,,,,,,,5001-10000,2,M&A,"Feb 11, 2003","$26,000,000",Series D,"$26,000,000",Series D,"$69,000,000","$69,000,000",1,8,Was Acquired,Private,,,,
Aeluros,https://www.crunchbase.com/organization/aeluros,"Hardware, Manufacturing, Science and Engineering","Mountain View, California, United States",Aeluros focuses on developing a portfolio of high-speed PHY products in price and performance-related industries.,"147,005","Jun 1, 2001",Active,,,,,,,,,,11-50,3,M&A,"Sep 11, 2006","$8,000,000",Series C,"$8,000,000",Series C,"$28,000,000","$28,000,000",3,5,Was Acquired,Private,,,,
Myogen,https://www.crunchbase.com/organization/myogen,"Biotechnology, Health Care, Science and Engineering","Westminster, Colorado, United States","Myogen is a biopharmaceutical company focused on the discovery, development and commercialization of small molecule therapeutics.","150,758",1996,Active,,For Profit,,,,,,,1,51-100,4,M&A,"Aug 29, 2003","$40,000,000",Series D,"$40,000,000",Series D,"$169,770,000","$169,770,000",2,12,Was Acquired,Delisted,"Oct 30, 2003","Nov 17, 2006","$350,000,000","$70,000,000"
Wayport,https://www.crunchbase.com/organization/wayport,"Hardware, Internet Services, Mobile","Irving, Texas, United States","Wayport operates WiFi hotpots for partners since 1998 with key investors Seven Rosen Funds, New Enterprise Associates, Millennium.","151,602",2000,Active,,,,,,,,,,1-10,2,M&A,"Aug 4, 2004","$20,000,000",Venture - Series Unknown,"$20,000,000",Venture - Series Unknown,"$35,000,000","$35,000,000",,9,Was Acquired,Private,,,,
ReShape,https://www.crunchbase.com/organization/reshape,"Health Care, Sports","Mountain View, California, United States",ReShape is a fitness-focused company that offers non-surgical weight-loss solutions and services.,"152,723",1998,Closed,,For Profit,,,,,,,,,3,M&A,"Jul 1, 2004","$12,000,000",Series C,"$12,000,000",Series C,"$31,000,000","$31,000,000",2,4,Was Acquired,Private,,,,
MusicNow,https://www.crunchbase.com/organization/musicnow,"Internet Services, Media and Entertainment, Music and Audio","Chicago, Illinois, United States",MusicNow is an online digital music collection that allows users to browse and download tracks on a subscription-based service.,"160,267",1999,Active,,For Profit,,,,,,,1,1-10,5,M&A,"Jul 31, 2003","$4,700,000",Venture - Series Unknown,"$4,700,000",Venture - Series Unknown,"$39,230,000","$39,230,000",1,4,Was Acquired,Private,,,,
Xigo,https://www.crunchbase.com/organization/xigo,"Hardware, Internet Services, Mobile, Software","Manassas, Virginia, United States","Xigo instantly reduces and controls mobile, fixed and global telecommunications costs for organizations of all sizes.","163,356",2000,Active,,,,,,,,,,10001+,1,M&A,"May 4, 2000","$22,000,000",Series B,"$22,000,000",Series B,"$22,000,000","$22,000,000",1,2,Was Acquired,Private,,,,
Transcept Pharmaceuticals,https://www.crunchbase.com/organization/transcept-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","Richmond, California, United States",Transcept Pharmaceuticals focuses on the development of proprietary products that address therapeutic needs in the field of neuroscience.,"163,986",2001,Active,,,,,,,,,2,11-50,1,M&A,"Mar 8, 2007","$40,000,000",Series D,"$40,000,000",Series D,"$40,000,000","$40,000,000",1,8,"Made Acquisitions, Was Acquired",Public,"May 10, 2006",,,"$40,600,000"
Atoga Systems,https://www.crunchbase.com/organization/atoga-systems,"Community and Lifestyle, Internet Services, Manufacturing, Professional Services","Fremont, California, United States",Atoga Systems is a rising new start-up developing full-service WDM solutions for the metro network.,"164,101",1999,Active,,For Profit,,,,,,,,,2,M&A,"May 1, 2001","$50,000,000",Venture - Series Unknown,"$50,000,000",Venture - Series Unknown,"$64,500,000","$64,500,000",2,3,Was Acquired,Private,,,,
Tasman Networks,https://www.crunchbase.com/organization/tiara-networks,"Hardware, Manufacturing","San Jose, California, United States",Tasman Networks provides technology and product solutions.,"165,846",1997,Active,,For Profit,,,,,,,,,4,M&A,"May 19, 2004","$14,400,000",Venture - Series Unknown,"$14,400,000",Venture - Series Unknown,"$72,900,000","$72,900,000",,7,Was Acquired,Private,,,,
Informance International,https://www.crunchbase.com/organization/informance-international,"Data and Analytics, Manufacturing, Software","Northbrook, Illinois, United States",Informance International provides enterprise manufacturing intelligence solutions for manufacturers in the U.S. and internationally.,"169,287",1995,Active,,,,,,,,,,1001-5000,2,M&A,"Jan 14, 2005","$6,000,000",Series B,"$6,000,000",Series B,"$10,000,000","$10,000,000",,4,Was Acquired,Private,,,,
Newisys,https://www.crunchbase.com/organization/newisys,"Hardware, Information Technology, Manufacturing, Software","San Jose, California, United States","Newisys, a Server and Storage company with expertise in glue-chips for Opterons, based in Austin.","174,551",2000,Active,,For Profit,,,,,,,,10001+,2,M&A,"Dec 10, 2002","$25,000,000",Series B,"$25,000,000",Series B,"$53,000,000","$53,000,000",1,3,Was Acquired,Private,,,,
ClearCommerce,https://www.crunchbase.com/organization/clearcommerce,"Commerce and Shopping, Financial Services, Internet Services, Payments, Software","Jacksonville, Florida, United States",ClearCommerce Corporation provides fraud detection and payment processing solutions for online retail.,"175,553",Sep 1995,Active,,For Profit,,,,,,,,,5,M&A,"Feb 27, 2003","$2,995,000",Series E,"$2,995,000",Series E,"$55,995,000","$55,995,000",2,7,Was Acquired,Private,,,,
LuxN,https://www.crunchbase.com/organization/luxn,"Software, Transportation","Oakland, California, United States",LuxN provides intelligent optical access and transport solutions for metropolitan service providers and major enterprises.,"177,774",1999,Active,,For Profit,,,,,,,,251-500,2,M&A,"Apr 9, 2001","$55,000,000",Series D,"$55,000,000",Series D,"$105,000,000","$105,000,000",2,20,Was Acquired,Private,,,,
Optinuity,https://www.crunchbase.com/organization/optinuity,"Education, Hardware, Software","Bethesda, Maryland, United States",Optinuity offers autonomic policy management solutions for enterprises and service providers.,"181,693",2004,Active,,For Profit,,,,,,,,1-10,3,M&A,"Mar 6, 2008",,Series B,,Series B,"$12,500,000","$12,500,000",1,4,Was Acquired,Private,,,,
"Neoteris, Inc",https://www.crunchbase.com/organization/neoteris-inc,"Information Technology, Internet Services, Privacy and Security","Sunnyvale, California, United States","As of November 14, 2003, Neoteris, Inc. was acquired by NetScreen Technologies, Inc. Neoteris, Inc. provides secure sockets layer virtual","182,756",May 2000,Active,,For Profit,,,,,,,1,,3,M&A,"Mar 31, 2003","$17,500,000",Series C,"$17,500,000",Series C,"$37,500,000","$37,500,000",2,3,Was Acquired,Private,,,,
Growth Networks,https://www.crunchbase.com/organization/growth-networks,"Consumer Electronics, Hardware, Internet Services","Mountain View, California, United States","Growth Networks, is to become the leading provider of Internet Switching Fabric ICs and a trusted solutions partner.","184,394",1998,Active,,For Profit,,,,,,,,,2,M&A,"Nov 30, 1999","$16,000,000",Series B,"$16,000,000",Series B,"$22,000,000","$22,000,000",2,2,Was Acquired,Private,,,,
CellGate,https://www.crunchbase.com/organization/cellgate,"Biotechnology, Health Care, Science and Engineering","Redwood City, California, United States",anti-proliferative drugs,"188,439",1998,Active,,,,,,,,,1,1-10,3,M&A,"Jun 17, 2003","$43,700,000",Series E,"$43,700,000",Series E,"$72,900,000","$72,900,000",2,4,Was Acquired,Private,,,,
Rainfinity,https://www.crunchbase.com/organization/rainfinity,"Internet Services, Privacy and Security, Software","Pasadena, California, United States",offers software,"189,609",1998,Active,,For Profit,,,,,,,,10001+,3,M&A,"Feb 10, 2003","$10,000,000",Series E,"$10,000,000",Series E,"$55,000,000","$55,000,000",3,3,Was Acquired,Private,,,,
PortAuthority Technologies,https://www.crunchbase.com/organization/portauthority-technologies,"Information Technology, Privacy and Security, Software","Palo Alto, California, United States",PortAuthority Technologies offers information leak prevention and data recovery security solutions.,"194,759",2000,Active,,For Profit,,,,,,,1,,4,M&A,"Sep 26, 2006","$18,000,000",Series D,"$18,000,000",Series D,"$45,850,000","$45,850,000",,4,Was Acquired,Private,,,,
Actions Semiconductor,https://www.crunchbase.com/organization/actions-semiconductor,"Hardware, Manufacturing, Software","Guangdong, Jilin, China","Actions Semiconductor, a Chinese fabless semiconductor company, provides portable multimedia and mobile internet system-on-a-chip solutions.","199,524",2001,Active,,,,,,,,,1,501-1000,1,IPO,"Sep 16, 2005","$80,000,000",Series A,"$80,000,000",Series A,"$80,000,000","$80,000,000",3,6,,Public,"Nov 30, 2005",,"$538,414,392","$72,000,000"
Esprit Pharma,https://www.crunchbase.com/organization/esprit-pharma,"Biotechnology, Health Care, Science and Engineering","East Brunswick, New Jersey, United States",Esprit Pharma is a pharmaceutical company.,"199,934",Nov 2004,Active,,For Profit,,,,,,,,,4,M&A,"Jan 16, 2007","$25,000,000",Series B,"$25,000,000",Series B,"$219,490,000","$269,490,000",3,7,"Made Acquisitions, Was Acquired",Private,,,,
Open Harbor,https://www.crunchbase.com/organization/open-harbor,"Sales and Marketing, Software","San Carlos, California, United States",Open Harbor provides real-time global trade automation solutions.,"200,931",1999,Active,,For Profit,,,,,,,1,,1,M&A,"Dec 17, 2001","$10,000,000",Series B,"$10,000,000",Series B,"$10,000,000","$10,000,000",1,4,Was Acquired,Private,,,,
PolyServe,https://www.crunchbase.com/organization/polyserve,"Data and Analytics, Information Technology, Software","Beaverton, Oregon, United States","PolyServe offers database and file serving utilities for scalable NAS, Windows file and print, web and application clusters, and Oracle.","203,744",1999,Active,,For Profit,,,,,,,,,5,M&A,"Nov 3, 2006","$10,000,000",Series E,"$10,000,000",Series E,"$73,500,000","$73,500,000",2,4,Was Acquired,Private,,,,
Pharmion,https://www.crunchbase.com/organization/pharmion,Health Care,"Boulder, Colorado, United States","Pharmion engages in the acquisition, development, and commercialization of products for the treatment of hematology and oncology patients.","222,362",1999,Active,,For Profit,,,,,,,,,1,M&A,"Oct 16, 2002","$40,000,000",Venture - Series Unknown,"$40,000,000",Venture - Series Unknown,"$40,000,000","$40,000,000",,7,"Made Acquisitions, Was Acquired",Public,"Nov 6, 2003",,"$334,900,000","$84,000,000"
Pinpoint Networks,https://www.crunchbase.com/organization/pinpoint-networks,"Data and Analytics, Information Technology, Software","Durham, North Carolina, United States",Pinpoint Networks is a provider of software and services to global mobile operators.,"225,790",1999,Active,,For Profit,,,,,,,,,4,M&A,"Dec 3, 2002","$20,000,000",Venture - Series Unknown,"$20,000,000",Venture - Series Unknown,"$28,000,000","$28,000,000",2,7,Was Acquired,Private,,,,
NightFire Software,https://www.crunchbase.com/organization/nightfire-software,"Hardware, Mobile, Software","Oakland, California, United States","As of September 2, 2003, Nightfire Software, Inc. was acquired by Neustar, Inc. Nightfire Software, Inc. offers intercarrier provisioning","227,339",Oct 1997,Active,,For Profit,,,,,,,1,,3,M&A,"Feb 22, 2002","$11,700,000",Series D,"$11,700,000",Series D,"$47,200,000","$47,200,000",1,4,Was Acquired,Private,,,,
Telegea,https://www.crunchbase.com/organization/telegea,"Commerce and Shopping, Information Technology, Internet Services","Waltham, Massachusetts, United States","TeleGea is the leading global provider of e-commerce technologies for online purchase, real-time delivery.","228,520",1999,Active,,For Profit,,,,,,,,,1,M&A,"Jul 11, 2000","$42,000,000",Series C,"$42,000,000",Series C,"$42,000,000","$42,000,000",1,5,Was Acquired,Private,,,,
Altitun,https://www.crunchbase.com/organization/altitun,Hardware,"Irvine, California, United States",Altitun is the provider of the world’s most complete tunable laser product line.,"229,526",1997,Active,,For Profit,,,,,,,,,2,M&A,"Dec 22, 1999","$10,000,000",Series B,"$10,000,000",Series B,"$12,000,000","$12,000,000",,3,Was Acquired,Private,,,,
FineGround Networks,https://www.crunchbase.com/organization/fineground-networks,"Financial Services, Manufacturing, Transportation","Campbell, California, United States",FineGround Networks provides an integrated platform to automate the secure delivery and management of enterprise Web applications.,"232,161",2000,Active,,For Profit,,,,,,,,,2,M&A,"Jul 2, 2001","$16,300,000",Series B,"$16,300,000",Series B,"$21,300,000","$21,300,000",1,2,Was Acquired,Private,,,,
InfoGear Technology,https://www.crunchbase.com/organization/infogear-technology,"Hardware, Internet Services, Software","Redwood City, California, United States","InfoGear produces software and ASICs for the low-cost Internet Appliance market. The initial product, iPHONE, is a smart telephone with a","248,507",1995,Active,,,,,,,,,1,,3,M&A,"Jun 1, 1999","$12,800,000",Series B,"$12,800,000",Series B,"$27,445,000","$27,445,000",1,9,Was Acquired,Private,,,,
